title,company,location,work_type,level,compensation,link
"Full Stack Software Engineer (AI, ML, and Data Science)",Consumer Reports,"Yonkers, NY, USA",Hybrid,Senior level,100K-120K Annually,https://builtin.com/job/full-stack-software-engineer-ai-ml-and-data-science/7897611
AVP – AI Solutions Engineer,LPL Financial,2 Locations,In-Office,Senior level,134K-223K Annually,https://builtin.com/job/avp-ai-solutions-engineer/7901352
AI Data Engineer,Influur,"New York, NY, USA",In-Office or Remote,Senior level,200K-200K Annually,https://builtin.com/job/ai-data-engineer/8087421
Managing Engineer (Python/AI LLM),Allstate,US,Remote,Senior level,120K-194K Annually,https://builtin.com/job/managing-engineer-python-ai-llm/8203179
AI Automation Engineer Tech Lead (Remote),Myriad360,USA,Remote,Senior level,150K-160K Annually,https://builtin.com/job/ai-automation-engineer-tech-lead-remote/8393779
Founding AI Engineer,Coverbase,USA,Remote,Mid level,140K-220K Annually,https://builtin.com/job/founding-ai-engineer/7780278
Entry-Level AI/ML Software Developer Apprenticeship - Bletchley Fellowship,Flatiron School,United States,Remote,Internship,20-20 Hourly,https://builtin.com/job/entry-level-ai-ml-software-developer-apprenticeship-bletchley-fellowship/8389142
Intelligent Workplace Engineer – Employee Productivity AI,GlobalFoundries,9 Locations,In-Office or Remote,Senior level,93K-184K Annually,https://builtin.com/job/intelligent-workplace-engineer-employee-productivity-ai/7522802
"Staff AI Innovation Engineer, Employee Experience",Airbnb,United States,Remote,Expert/Leader,180K-225K Annually,https://builtin.com/job/staff-ai-innovation-engineer-employee-experience/7979527
Generative AI Inference Engineer,Stability AI,United States,Remote,Expert/Leader,,https://builtin.com/job/generative-ai-inference-engineer/7729834
Staff AI API Engineer,SentinelOne,United States,Remote,Senior level,170K-235K Annually,https://builtin.com/job/staff-ai-api-engineer/6840091
AI Platform Engineer,0G Labs,USA,Remote,Mid level,,https://builtin.com/job/ai-platform-engineer/7720115
Senior Product Marketing Manager; AI & Product Developer Marketing,Amplitude,USA,Remote,Senior level,166K-278K Annually,https://builtin.com/job/product-marketing-manager-experiment/7729729
Sr Application Engineer (Salesforce Agentforce AI),PointClickCare,USA,Remote,Senior level,121K-135K Annually,https://builtin.com/job/sr-application-engineer-salesforce-agentforce-ai/8133686
Senior Software Engineer (AI / LLMs),apiphani,USA,Remote,Senior level,120K-160K Annually,https://builtin.com/job/senior-software-engineer-ai-llms/7458090
Forward Deployed AI Engineer,Lorikeet,US,Remote,Mid level,,https://builtin.com/job/forward-deployed-ai-engineer/8005716
AI Engineer,CoreStory,US,Remote,Mid level,,https://builtin.com/job/ai-engineer/7998280
Principal AI/ML Solution Engineer,Snowflake,"New York, NY, USA",In-Office or Remote,Senior level,189K-248K Annually,https://builtin.com/job/principal-solution-engineer/8295096
"Senior AI Python Software Engineer (Perm, USA, Remote + Travel)",Nearform,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-python-software-engineer-perm-usa-remote-travel/8373891
"Software Engineer, AI/ML Systems",LM Studio,"New York City, NY, USA",In-Office,Mid level,175K-275K Annually,https://builtin.com/job/software-engineer-ai-ml-systems/8077834
AI Deployment Engineer- Media Partnerships,OpenAI,"New York City, NY, USA",In-Office,Senior level,197K-278K Annually,https://builtin.com/job/solutions-architect-media-partnerships/7631480
Generative AI / Machine Learning Engineer,Medal,"New York City, NY, USA",In-Office,Senior level,350K-450K Annually,https://builtin.com/job/generative-ai-machine-learning-engineer-nyc/7141363
"AI Applications Engineer (Glen Cove, NY)",Standard Bots,"Glen Cove, NY, USA",In-Office,Senior level,80K-150K Annually,https://builtin.com/job/ai-applications-engineer-glen-cove-ny/8293494
"Senior QA Engineer, AI Experience",Kiddom,2 Locations,Hybrid,Senior level,110K-165K Annually,https://builtin.com/job/senior-qa-engineer-ai-experience/8291786
"Forward Deployed Engineer, AI Inference (vLLM and Kubernetes)",Red Hat,2 Locations,In-Office or Remote,Senior level,193K-319K Annually,https://builtin.com/job/forward-deployed-engineer-ai-inference-vllm-and-kubernetes/8291315
Senior AI/ML Engineer,Starr Insurance,"Parkside, New York, NY, USA",In-Office,Senior level,180K-200K Annually,https://builtin.com/job/senior-ai-ml-engineer/6298916
"Staff Software Engineer, Cribl AI",Cribl,United States,Remote,Senior level,185K-255K Annually,https://builtin.com/job/staff-software-engineer-cribl-ai/8370650
Principal Engineer - Voice AI,Checkmate (itsacheckmate.com),United States,Remote,Expert/Leader,190K-245K Annually,https://builtin.com/job/principal-engineer-voice-ai/8122606
Lead Product Engineer – .NET and AI Driven,Green Dot Corporation,U.S.,Remote,Senior level,140K-199K Annually,https://builtin.com/job/lead-product-engineer-net-and-ai-driven/7467931
Senior AI Engineer,Yuno,4 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/backend-ai-engineer/7481665
Applied AI Engineer,Cordial,US,Remote,Mid level,140K-160K Annually,https://builtin.com/job/ai-engineer/7764233
AI Operations Engineer,Praetorian,United States,Remote,Mid level,,https://builtin.com/job/ai-operations-engineer/8370009
"Forward Deployed Engineer, Applied AI (Federal Civilian)",Anthropic,3 Locations,In-Office,Mid level,280K-320K Annually,https://builtin.com/job/forward-deployed-engineer-applied-ai-federal-civilian/8278229
Agentic Artificial Intelligence (AI) Engineer - Talent Pipeline (Remote - US),Atmosera,United States,Remote,Senior level,,https://builtin.com/job/agentic-artificial-intelligence-ai-engineer-remote/6817633
Junior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Junior,20-30 Hourly,https://builtin.com/job/junior-ai-platform-engineer-supernal/7957789
Solutions Engineer - AWS Customer Experience & AI,Phizenix,USA,Remote,Senior level,140K-150K Annually,https://builtin.com/job/solutions-engineer-aws-customer-experience-ai/7449320
Senior Software Engineer I- AI/ML,Aledade,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-i-ai-ml/8113342
AI Process Automation Engineer,Blueprint,USA,Remote,Senior level,125K-135K Annually,https://builtin.com/job/ai-process-automation-engineer/8106404
"Sr. Full-Stack Engineer, Applied AI",hims & hers,US,Remote,Senior level,170K-220K Annually,https://builtin.com/job/sr-full-stack-engineer-applied-ai/7712672
"Associate Distinguished Engineer - AI, Data Science & Agentic Solutions",Nagarro,US,Remote,Expert/Leader,,https://builtin.com/job/associate-distinguished-engineer-ai-data-science-agentic-solutions/8111938
Lead AI Product Engineer,Mitratech,US,Remote,Expert/Leader,,https://builtin.com/job/lead-ai-product-engineer/7441142
AI Deployment Engineer- ChatGPT Ecosystem,OpenAI,"New York City, NY, USA",In-Office or Remote,Senior level,201K-345K Annually,https://builtin.com/job/ai-deployment-engineer-chatgpt-ecosystem/8271777
"Software Engineer, AI Infrastructure",Fireworks AI,2 Locations,In-Office,Mid level,300K-500K Annually,https://builtin.com/job/software-engineer-ai-infrastructure/7612216
AI Research Engineer,Amperos Health,"New York, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-research-engineer/7372132
"Applied AI, Senior MLOps Engineer - NYC",Mistral AI,"New York, NY, USA",Hybrid,Senior level,,https://builtin.com/job/applied-ai-engineer-senior-devops-sre-palo-alto-nyc/6945742
"Forward Deployed Engineer, Unstructured AI",Collibra,"New York, NY, USA",Hybrid,Mid level,140K-175K Annually,https://builtin.com/job/forward-deployed-engineer-unstructured-ai/7615500
AI Deployment Engineer- Startups,OpenAI,"New York City, NY, USA",In-Office,Senior level,198K-280K Annually,https://builtin.com/job/solutions-architect-startups/7614004
"Staff Infrastructure Software Engineer, Enterprise AI",Scale AI,2 Locations,In-Office,Senior level,216K-270K Annually,https://builtin.com/job/senior-infrastructure-software-engineer-enterprise-ai/6934350
"AI Infrastructure Engineer, Core Infrastructure",Scale AI,3 Locations,In-Office,Mid level,179K-311K Annually,https://builtin.com/job/ai-infrastructure-engineer-core-infrastructure/7587741
"AI Research Engineer, New PhD Graduate",Duolingo,"New York, NY, USA",Hybrid,Internship,132K-178K Annually,https://builtin.com/job/ai-research-engineer-new-phd-graduate/7136030
Senior AI Solutions Engineer,Golin,"New York, NY, USA",In-Office,Senior level,125K-160K Annually,https://builtin.com/job/senior-ai-solutions-engineer/6732237
"Senior Full Stack Engineer, AI Experience",Kiddom,2 Locations,Hybrid,Senior level,180K-230K Annually,https://builtin.com/job/senior-full-stack-engineer-atlas/8269625
Senior Engineer Applied AI (Java),Accellor,5 Locations,In-Office,Senior level,,https://builtin.com/job/senior-engineer-applied-ai-java/8269585
Staff Software Engineer - AI/ML Platform,GEICO,3 Locations,In-Office,Senior level,115K-300K Annually,https://builtin.com/job/staff-software-engineer-ai-ml-platform/8268044
AI Success Engineer - NYC,OpenAI,"New York City, NY, USA",In-Office,Senior level,207K-240K Annually,https://builtin.com/job/ai-success-engineer-nyc/8267182
Staff AI Ops Engineer,Calix,2 Locations,Remote,Senior level,136K-266K Annually,https://builtin.com/job/staff-ai-ops-engineer/7778549
Artificial Intelligence Software Engineer SME,CACI International Inc,2 Locations,In-Office or Remote,Expert/Leader,115K-252K Annually,https://builtin.com/job/artificial-intelligence-software-engineer-sme/7539760
Senior Full-Stack Software Engineer (Next.js + Supabase + AI-Native),Finite State,2 Locations,Remote,Senior level,,https://builtin.com/job/senior-full-stack-software-engineer-next-js-supabase-ai-native/8028261
Staff AI Software Engineer,Cority,2 Locations,Remote,Senior level,110K-140K Annually,https://builtin.com/job/staff-ai-software-engineer/8364892
"AI Platform Engineer, Applied AI",Circle.so,USA,Remote,Mid level,130K-140K Annually,https://builtin.com/job/ai-platform-engineer-applied-ai/8364832
AI / Machine Learning Engineer,Cybermedia Technologies (CTEC),United States,Remote,Senior level,,https://builtin.com/job/ai-machine-learning-engineer/8360020
"Software Engineer, AI DevX",Ramp,2 Locations,In-Office,Senior level,207K-351K Annually,https://builtin.com/job/staff-software-engineer-ai-devx/7503472
Software Engineer (Applied AI),Column Tax,2 Locations,In-Office,Mid level,,https://builtin.com/job/software-engineer-applied-ai/6351158
Senior Developer Verint AI & Social Engineering,Capgemini,5 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-developer-verint-ai-social-engineering/7358297
"Lead Engineer, AI & Business Intelligence",Ovative Group,3 Locations,In-Office,Senior level,111K-186K Annually,https://builtin.com/job/lead-engineer-ai-business-intelligence/8255376
"Principal Machine Learning Engineer, Agentic AI",Zillow,USA,Remote,Senior level,194K-327K Annually,https://builtin.com/job/principal-machine-learning-engineer-agentic-ai/7135177
Staff Applied AI Product Engineer,Carrum Health,USA,Remote,Expert/Leader,190K-260K Annually,https://builtin.com/job/staff-applied-ai-product-engineer/8352703
AI/ML Engineer Intern,Melotech,3 Locations,In-Office,Internship,,https://builtin.com/job/ai-ml-engineer-intern/8247435
AI/ML Engineer,Melotech,3 Locations,In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer/8247431
Senior Software Engineer II - AI/ML,Aledade,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ii-ai-ml/7924450
Entrepreneurial AI Research Engineer,Deeter Analytics,US,Remote,Expert/Leader,,https://builtin.com/job/entrepreneurial-ai-research-engineer/7571620
Software Engineer – AI Frontend,Omni (omni.co),United States,Remote,Mid level,160K-250K Annually,https://builtin.com/job/software-engineer-ai-frontend/7916522
Senior Infrastructure Engineer - AI/ML,OpenTeams,U.S.,Remote,Senior level,,https://builtin.com/job/senior-infrastructure-engineer-ai-ml/7446029
Senior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Senior level,40-50 Hourly,https://builtin.com/job/senior-ai-platform-engineer-supernal/7928285
"Senior Backend Engineer, AI Team",Acorns,USA,Remote,Senior level,185K-217K Annually,https://builtin.com/job/senior-software-engineer/4444744
Staff AI Software Engineer,Agility Robotics,USA,Remote,Senior level,,https://builtin.com/job/staff-ai-software-engineer/7927067
"Senior Software Engineer, AI Model Serving",Speechify,USA,Remote,Senior level,140K-200K Annually,https://builtin.com/job/senior-software-engineer-ai-model-serving/6591465
Founding Engineer - AI Frontdesk,Pear VC,"New York City, NY, USA",In-Office,Junior,,https://builtin.com/job/founding-engineer-ai-frontdesk/8247120
Forward Deployed Engineer (AI Solutions) - Atrix,Pear VC,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/forward-deployed-engineer-ai-solutions-atrix/8247074
"Staff Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Senior level,180K-200K Annually,https://builtin.com/job/staff-software-engineer-ai-platform-python-react/8343858
"Principal Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Expert/Leader,190K-210K Annually,https://builtin.com/job/principal-software-engineer-ai-platform-python-react/8343857
Software Engineer - AI Products,Herald,"New York, NY, USA",In-Office,Junior,140K-200K Annually,https://builtin.com/job/software-engineer-ai-products/7600139
Principal AI Research Engineer - RL,Reflex Robotics,2 Locations,In-Office,Senior level,,https://builtin.com/job/principal-ai-research-engineer-rl/6684124
Principal AI Research Engineer - World Models,Reflex Robotics,2 Locations,In-Office,Senior level,,https://builtin.com/job/principal-ai-research-engineer-world-models/6696292
Applied AI Inference Engineer,Baseten,2 Locations,In-Office,Junior,160K-275K Annually,https://builtin.com/job/applied-ai-inference-engineer/7600693
AI Solutions Engineer,Baseten,2 Locations,In-Office,Junior,160K-275K Annually,https://builtin.com/job/ai-solutions-engineer/7600691
Senior AI Solutions Engineer,IPG DXTRA,"New York, NY, USA",In-Office,Senior level,125K-160K Annually,https://builtin.com/job/senior-ai-solutions-engineer/6732235
"Full Stack Product Engineer (AI), Search",Harmonic,"New York, NY, USA",In-Office,Mid level,120K-180K Annually,https://builtin.com/job/full-stack-ai-product-engineer-discovery/6727775
"Senior Software Engineer, AI Model Serving",Speechify,USA,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ai-model-serving/7914974
Senior AI Product Engineer,Poggio Labs,USA,Remote,Senior level,,https://builtin.com/job/senior-ai-product-engineer/8093818
"Software Engineer, Swift - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-swift-ai-training-freelance-remote/4746300
"Software Engineer, Kotlin - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-kotlin-ai-training-freelance-remote/4746294
"Software Engineer, Rust - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-rust-ai-training-freelance-remote/4746299
"Software Engineer, JavaScript - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-javascript-ai-training-freelance-remote/4746301
"Software Engineer, SQL - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-sql-ai-training-freelance-remote/4746302
"Software Engineer, C - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-c-ai-training-freelance-remote/4746295
"Software Engineer, Go (Golang) - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-go-golang-ai-training-freelance-remote/4746296
"Software Engineer, C# - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-c-ai-training-freelance-remote/4746303
"Software Engineer, C++ - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-c-ai-training-freelance-remote/4746298
"Software Engineer, PHP - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-php-ai-training-freelance-remote/4746306
"Software Engineer, Python - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-python-ai-training-freelance-remote/4746307
"Software Engineer, Java - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-java-ai-training-freelance-remote/4746304
"Software Engineer, TypeScript - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-typescript-ai-training-freelance-remote/4746305
"Principal Software Engineer, Applied AI",Seek (seekinsights.com),United States,Remote,Expert/Leader,170K-190K Annually,https://builtin.com/job/principal-software-engineer-applied-ai/8328829
Senior Software Engineer - Applied AI,Seek (seekinsights.com),United States,Remote,Senior level,150K-175K Annually,https://builtin.com/job/senior-software-engineer-applied-ai/8328806
AI Automation Engineer,Lookout,USA,Remote,Mid level,130K-160K Annually,https://builtin.com/job/ai-automation-engineer/8327479
Principal Software Engineer - Product/AI,Titan (titan.com),"New York, NY, USA",In-Office,Senior level,150K-300K Annually,https://builtin.com/job/principal-software-engineer-full-stack/4470249
Senior Software Engineer - Product/AI,Titan (titan.com),"New York, NY, USA",In-Office,Mid level,150K-225K Annually,https://builtin.com/job/senior-software-engineer-productai/4470255
"Software Engineer, Enterprise AI",Scale AI,2 Locations,In-Office,Mid level,216K-270K Annually,https://builtin.com/job/software-engineer-enterprise-ai/7125645
Full Stack Engineer (AI),Chaos Labs,United States,Remote,Senior level,160K-210K Annually,https://builtin.com/job/full-stack-engineer-ai/7140475
"Senior Software Engineer, AI Compute",Airbnb,USA,Remote,Senior level,191K-225K Annually,https://builtin.com/job/senior-software-engineer-ai-compute/8320663
Senior AI/ML Engineer,Natera,US,Remote,Senior level,126K-157K Annually,https://builtin.com/job/senior-ai-ml-engineer/8093646
Senior Software Engineer (TypeScript) - AI/ML,ClickHouse,United States,Remote,Senior level,131K-185K Annually,https://builtin.com/job/full-stack-software-engineer-ai-ml/7599014
Senior Backend Application Engineer - AI,Manifest,US,Remote,Senior level,,https://builtin.com/job/senior-backend-application-engineer-ai/7422988
AI/ML Ops Engineer,Foundation EGI,USA,Remote,Senior level,,https://builtin.com/job/ai-ml-ops-engineer/6972582
Staff AI Systems Engineer,Flock Safety,USA,Remote,Senior level,200K-225K Annually,https://builtin.com/job/senior-ai-systems-engineer/7669524
Solutions Engineer (AI/ML),Buzz Solutions,US,Remote,Senior level,,https://builtin.com/job/solutions-engineer-ai-ml/7418099
"Lead Data Engineer, AI Data Platform",Imagen Technologies,United States,Remote,Senior level,170K-190K Annually,https://builtin.com/job/lead-data-engineer-ai-data-platform/7407825
Staff AI Solutions Engineer,Built Technologies,USA,Remote,Senior level,150K-205K Annually,https://builtin.com/job/sr-ai-solutions-engineer/7428353
Staff AI Infrastructure Engineer,SentinelOne,United States,Remote,Senior level,170K-235K Annually,https://builtin.com/job/staff-ai-infrastructure-engineer/6783598
"Senior Azure Cloud, Security & AI Operations Engineer",AI Technology Partners,United States,Remote,Senior level,,https://builtin.com/job/senior-azure-cloud-security-ai-operations-engineer/8316490
AI Solutions Engineer,"Kasa Living, Inc.",USA,Remote,Mid level,100K-115K Annually,https://builtin.com/job/process-automation-specialist-ai-focus/6578832
Junior AI/ML Engineer,TensorOps,USA,Remote,Junior,30K-35K Annually,https://builtin.com/job/junior-ai-ml-engineer/8314487
"Forward Deployed Engineer, AI Agents",Inkeep,"New York City, NY, USA",In-Office,Junior,120K-180K Annually,https://builtin.com/job/forward-deployed-engineer/7319596
"Senior Software Engineer- CRM, Artificial Intelligence",GEICO,4 Locations,In-Office,Senior level,80K-215K Annually,https://builtin.com/job/senior-software-engineer-ai-remote/7119763
Senior Software Engineer - (Python+React / for AI Program),Abstra,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-python-react-ai-program/8305902
"Senior Software Engineer, Elixir (AI)",PDQ,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-elixir/8305457
Staff Machine Learning Engineer - AI Tech Lead,Sumo Logic,United States,Remote,Senior level,221K-260K Annually,https://builtin.com/job/staff-machine-learning-engineer-ai-tech-lead/8304529
"Software Engineer, AI",Ambrook,3 Locations,In-Office or Remote,Mid level,140K-210K Annually,https://builtin.com/job/software-engineer-ai/7096270
"Software engineer, generative AI",Writer,2 Locations,In-Office or Remote,Senior level,119K-292K Annually,https://builtin.com/job/software-engineer-generative-ai/8233169
Senior Front-End Engineer (AI Integrated Workflows and SDKs),Sirona Medical,USA,Remote,Senior level,175K-200K Annually,https://builtin.com/job/senior-front-end-engineer-ai-integrated-workflows-and-sdks/8300502
Senior Software Engineer (Agentic / AI Insurance SaaS),EvolutionIQ,2 Locations,In-Office or Remote,Senior level,180K-225K Annually,https://builtin.com/job/senior-software-engineer-agentic-ai-insurance-saas/8231695
Senior Machine Learning (ML) Engineer (AI Insurtech),EvolutionIQ,"New York, NY, USA",In-Office,Senior level,190K-225K Annually,https://builtin.com/job/senior-machine-learning-ml-engineer-ai-insurtech/8231684
Senior Software Engineer - AI / LLM (Medhub),EvolutionIQ,2 Locations,In-Office or Remote,Senior level,185K-235K Annually,https://builtin.com/job/senior-software-engineer-ai-llm-medhub/8231686
Senior Software Engineer (Python / AI Insurance SaaS),EvolutionIQ,2 Locations,In-Office or Remote,Senior level,175K-225K Annually,https://builtin.com/job/senior-software-engineer-python-ai-insurance-saas/8231643
Principal Software Engineer (AI + ML SaaS / Insurtech),EvolutionIQ,"New York, NY, USA",In-Office,Expert/Leader,270K-300K Annually,https://builtin.com/job/principal-software-engineer-ai-ml-saas-insurtech/8231666
Senior AI/ML Engineer (LLMs),EvolutionIQ,2 Locations,In-Office or Remote,Senior level,175K-225K Annually,https://builtin.com/job/senior-ai-ml-software-engineer-llms/8231676
Staff Software Engineer (Platform / AI Insurance SaaS),EvolutionIQ,2 Locations,In-Office or Remote,Senior level,240K-275K Annually,https://builtin.com/job/staff-software-engineer-platform-ai-insurance-saas/8231652
"Software Engineer, Agentic AI",Invisible Technologies,"New York, NY, USA",Hybrid,Mid level,147K-216K Annually,https://builtin.com/job/software-engineer-forward-deployed/8192196
AI Application Engineer,Recall Labs,USA,Remote,Senior level,,https://builtin.com/job/ai-application-engineer/7394194
"Senior Full Stack Engineer (Python+TS, AI Project)",South Geeks,USA,Remote,Senior level,,https://builtin.com/job/senior-full-stack-engineer-python-ts-ai-project/7902150
Senior Software Engineer - Agentic AI Deployment Services,Resilinc,United States,Remote,Senior level,130K-175K Annually,https://builtin.com/job/senior-software-engineer-agentic-ai-implementation-deployment-services/7120343
"Full Stack Engineer, Agentic AI",Lazer Technologies,2 Locations,Remote,Mid level,,https://builtin.com/job/full-stack-engineer-agentic-ai/6238063
Staff Software Engineer - AI,Storable,United States,Remote,Senior level,,https://builtin.com/job/staff-software-engineer-ai/7898950
Technical Support Engineer – AI Cybersecurity Platform,Abnormal Security,USA,Remote,Mid level,24-28 Annually,https://builtin.com/job/technical-support-engineer-ai-cybersecurity-platform/7902028
Sr. AI/ML Engineer III (6273),MetroStar,USA,Remote,Senior level,179K-189K Annually,https://builtin.com/job/sr-ai-ml-engineer-iii-6273/8088200
"Full-Stack Engineer (Node.js, React, AI/LLM)",Censia,USA,Remote,Mid level,,https://builtin.com/job/full-stack-engineer-node-js-react-ai-llm/6219915
"Senior AI Product Engineer, Backend",Arize AI,United States,Remote,Senior level,125K-225K Annually,https://builtin.com/job/senior-ai-product-engineer-backend/3675427
"AI Product Engineer, New Grad",Arize AI,United States,Remote,Entry level,100K-135K Annually,https://builtin.com/job/ai-product-engineer-new-grad/3675426
"Senior AI Product Engineer, Fullstack",Arize AI,United States,Remote,Senior level,125K-225K Annually,https://builtin.com/job/senior-ai-product-engineer-fullstack/3675428
Data Engineer (AI Enablement),Octagon,United States of America,,Mid level,90K-100K Annually,https://builtin.com/job/data-engineer-ai-enablement/7646246
AI Software Engineer (Internal Engineering) (Remote),KnowBe4,USA,Remote,Mid level,105K-120K Annually,https://builtin.com/job/ai-software-engineer-internal-engineering-remote/6568532
"Lead Product Engineer (Full Stack), Materia AI",Thomson Reuters,"Brooklyn, New York, NY, USA",Hybrid,Senior level,136K-253K Annually,https://builtin.com/job/lead-product-engineer-full-stack-materia-ai/8006570
AI/ML Engineer,Profound,"New York City, NY, USA",In-Office,Mid level,160K-250K Annually,https://builtin.com/job/ai-ml-engineer/7525744
Staff Software Engineer - AI/ML Infra,GEICO,3 Locations,In-Office,Senior level,115K-300K Annually,https://builtin.com/job/staff-software-engineer-ai-ml-infra/7801916
"Solutions Engineer, AI",Valence,"New York, NY, USA",Hybrid,Mid level,,https://builtin.com/job/solutions-engineer-ai/7801988
"Senior Software Engineer, AI",Bubble,"New York, NY, USA",Hybrid,Senior level,100K-237K Annually,https://builtin.com/job/senior-software-engineer-ai/7305334
AI Solutions Engineer - Remote,Finn Partners,"New York, NY, USA",In-Office or Remote,Senior level,90K-200K Annually,https://builtin.com/job/ai-solutions-engineer-remote/8044913
Principal Software Engineer-AI,Thomson Reuters,4 Locations,Hybrid,Senior level,159K-340K Annually,https://builtin.com/job/principal-software-engineer-ai/8147545
"Staff Machine Learning Engineer, AI Product and Platform",BetterUp,5 Locations,In-Office,Senior level,205K-314K Annually,https://builtin.com/job/staff-machine-learning-engineer-ai-product-and-platform/8201143
"Senior Software Engineer, AI Product",Mural,United States,Remote,Senior level,172K-215K Annually,https://builtin.com/job/senior-software-engineer-ai-product/7890547
"Senior Software Engineer, Data & AI- Northeast",Vendelux,USA,Remote or Hybrid,Senior level,,https://builtin.com/job/senior-software-engineer-data-ai-northeast/7872844
Senior/Staff Full Stack Engineer - AI Team,BrightHire,USA,Remote,Senior level,,https://builtin.com/job/staff-full-stack-engineer-ai-team/6949838
AI Product Engineer,PostHog,USA,Remote,Mid level,,https://builtin.com/job/ai-product-engineer/6953405
Staff ML/AI Platform Engineer,BetterHelp,US,Remote,Mid level,200K-245K Annually,https://builtin.com/job/staff-ml-ai-platform-engineer/7875896
Senior AI Data Engineer,SentinelOne,United States,Remote,Senior level,147K-235K Annually,https://builtin.com/job/senior-ai-data-engineer/4715267
"Staff Software Engineer, Cribl AI",Cribl,United States,Remote,Entry level,,https://builtin.com/job/engineering/8258879
Early Career Software Engineer Apprenticeship (AI & Data Track) - Bletchley Fellowship,Flatiron School,United States,Remote,Internship,15-15 Hourly,https://builtin.com/job/early-career-software-engineer-apprenticeship-ai-data-track/8292330
Senior Software Engineer - Agentic AI Platform,P-1 AI,United States,Remote,Senior level,200K-250K Annually,https://builtin.com/job/senior-software-engineer-agentic-ai-platform/8292031
AI Sales Engineer,ConnectWise,United States,Remote,Mid level,,https://builtin.com/job/ai-sales-engineer/8291429
"Product Engineer, Applied AI",Pocus,8 Locations,In-Office,Mid level,120K-240K Annually,https://builtin.com/job/product-engineer-applied-ai/4649854
"Staff Software Engineer, AI",Credit Genie,4 Locations,In-Office,Senior level,150K-250K Annually,https://builtin.com/job/staff-software-engineer-ai/7290032
"Software Engineer, Gen AI",Scale AI,2 Locations,In-Office,Mid level,179K-224K Annually,https://builtin.com/job/software-engineer-gen-ai/7503795
"Senior Staff Engineer,  Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Expert/Leader,130K-260K Annually,https://builtin.com/job/sr-staff-engineer/7076353
"Staff Engineer,  Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Senior level,115K-230K Annually,https://builtin.com/job/staff-engineer/7076359
Senior Software Engineer-AI Agents,Hatch,3 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ai-agents/7300850
"iOS Developer, AI Apps",BJAK,United States,Remote,Mid level,,https://builtin.com/job/ios-developer-ai-apps/8286159
"Android Developer, AI Apps",BJAK,United States,Remote,Mid level,,https://builtin.com/job/android-developer-ai-apps/8286147
"Backend Engineer, AI",BJAK,United States,Remote,Mid level,,https://builtin.com/job/backend-engineer-ai/8286139
ServiceNow Senior Software Engineer - Gen AI,NewRocket,USA,Remote,Mid level,,https://builtin.com/job/servicenow-senior-software-engineer-gen-ai/8286021
"Staff Backend Engineer, AI",Pulley,USA,Remote,Senior level,200K-240K Annually,https://builtin.com/job/staff-backend-engineer-ai/7863018
